retailer_code:1,Division,Brand,pallet_number,full_,jnumber,model_number,title,Qty,msrp,Total Cost,Retail,Total Retail,Margin %,Margin $,eBay Price,sku,box,condition,condition_notes,band_size,date_listed,repair,manifested,upc
,Watches,Invicta,Watches4,J416189-00006-01593,J416189,,INVICTA WOMENS SUBAQUA NOMA III ANATOMIC QUARTZ STRAP WATCH BLUE WOMENS,1,$217.50,$435.00,,,,,,1329,,2,,,,,X,
,Watches,Invicta,Watches4,J443003-09540-04168,J443003,,TTV INVICTA GRAND OR BABY LUPAH QUARTZ STAINLESS STEEL BRACELET WATCH ROSETONE MENS,1,$59.98,$59.98,,,,,,1330,,2,scuffs on case and band,9,,,X,
,Watches,Invicta,Watches4,J434162-00465-04168,J434162,,INVICTA RESERVE MENS SUBAQUA NOMA I CHRONO SKELETON DIAL LTD ED WATCH W/ 8DC GOLDTONE MENS,1,$356.50,$713.00,,,,,,1331,,2,,7.75,,,X,
,Watches,Invicta,Watches4,J435236-00003-04168,J435236,,INVICTA RESERVE MENS AKULA SWISS QUARTZ CHRONO BRACELET WATCH W/DC BLACK MENS,1,$188.06,$188.06,,,,,,1332,,2,missing two screws on case,9,,,X,
,Watches,Invicta,Watches4,J433110-01627-07260,J433110,,TTV INVICTA 47MM OCEAN GHOST VINTAGE 1.0 QUARTZ STAINLESS BRACELET WATCH W/8DC GOLDTONE / BLACK 47MM,1,$61.84,$61.84,,,,,,1333,,2,scuffs on case and band,8,,,X,
,Watches,Invicta,Watches4,J432565-00003-04168,J432565,,INVICTA MENS SEA SPIDER QUARTZ CHRONO STAINLESS/PU BRACELET WATCH BLACK MENS,1,$177.25,$177.25,,,,,,1334,,2,chrono does not reset to zero,7,,,X,
,Watches,Invicta,Watches4,J431197-00466-01593,J431197,,INVICTA WOMENS PRO DIVER QUARTZ DATE STAINLESS STEEL BRACELET WATCH SILVERTONE WOMENS,1,$51.10,$51.10,,,,,,1335,,2,,6,,,X,
,Watches,Invicta,Watches4,J437313-00465-04168,J437313,,INVICTA MENS PRO DIVER OCEAN GHOST VINTAGE QUARTZ BRACELET WATCH GOLDTONE MENS,1,$119.75,$119.75,,,,,,1336,,2,,7.5,,,X,
,Watches,Invicta,Watches4,J443003-00307-04168,J443003,,TTV INVICTA GRAND OR BABY LUPAH QUARTZ STAINLESS STEEL BRACELET WATCH TWO-TONE MENS,1,$59.98,$119.96,,,,,,1337,no movement 1,dead battery,,,,,X,
,Watches,Invicta,Watches4,J405308-27328-00387,J405308,,INVICTA WOMENS ANGEL MOP DIAL QUARTZ STAINLESS STEEL BRACELET WATCH PLANTINUM MOP SIZE: WOMENS,1,$137.50,$137.50,,,,,,1338,,2,,6.75,,,X,
,Watches,Invicta,Watches4,J434024-09540-04168,J434024,,INVICTA RESERVE MENS VENOM SWISS QUARTZ CHRONO HIGH POLISH 2PC INTERCH SET ROSETONE MENS,1,$439.84,$439.84,,,,,,1339,,2,scuffs on case ,7.5,,,X,
,Watches,Invicta,Watches4,J434070-00009-04168,J434070,,INVICTA RESERVE MENS SUBAQUA NOMA II SWISS QUARTZ CHRONO BRACELET WATCH GREEN MENS,1,$399.13,$399.13,,,,,,1340,,2,scuffs on case and band,7.5,,,X,
,Watches,Invicta,Watches4,J426523-00466-04168,J426523,,INVICTA MENS GRAND DIVER AUTOMATIC STAINLESS STEEL BRACELET WATCH SILVERTONE MENS,1,$177.25,$354.50,,,,,,1341,,2,,7,,,X,
,Watches,Invicta,Watches4,J433462-00466-04168,J433462,,INVICTA MENS AUSTRALIAN PRO DIVER SWISS QUARTZ CHRONO BRACELET WATCH SILVERTONE MENS,1,$203.75,$203.75,,,,,,1342,no movement 1,subdial second hand doesnt tic,subdial second hand doesnt tic,8.25,,,X,
,Watches,Invicta,Watches4,J437622-00152-04168,J437622,,INVICTA MENS PRO DIVER ELEGANT DIVER AUTOMATIC STAINLESS STEEL BRACELET WATCH GUNMETAL MENS,1,$159.50,$478.50,,,,,,1343,no movement 1,water damage,,7,,,X,
,Watches,Invicta,Watches4,J429561-08900-04168,J429561,,INVICTA MENS LUMINARY QUARTZ CHRONOGRAPH TRITIUM BRACELET WATCH GOLDTONE / BLUE MENS,1,$239.07,$239.07,,,,,,1344,no band 1,broken springbar,bigger than 25mm,,,,X,
,Watches,Invicta,Watches4,J427827-32121-04168,J427827,,INVICTA MENS GRAND DIVER AUTOMATIC STAINLESS STEEL BRACELET WATCH BLACK/BLACK MENS,1,$191.00,$382.00,,,,,,1345,,2,,7.25,,,X,
,Watches,Invicta,Watches4,J429560-00466-04168,J429560,,INVICTA MENS SUBAQUA NOMA III SWISS MADE QUARTZ GMT BRACELET WATCH SILVERTONE MENS,1,$314.00,$314.00,,,,,,1346,no movement 1,stem broken,stem broken,,,,X,
,Watches,Invicta,Watches4,J432562-09540-04168,J432562,,INVICTA MENS SEA SPIDER QUARTZ CHRONO MOP DIAL STAINLESS/PU BRACELET WATCH ROSETONE MENS,1,$177.25,$177.25,,,,,,1347,,2,scuffs on case,7.75,,,X,
,Watches,Misc Brand,Watches4,J436639-09540-04168,J436639,,CONSTANTIN WEISZ MENS AUTOMATIC DOUBLE LAYER DIAL MESH BRACELET WATCH W/ 6 SLOT ROSETONE MENS,1,$89.77,$448.85,,,,,,1348,,2,,8.5,,,X,
,Watches,Invicta,Watches4,J436543-00006-01593,J436543,,"INVICTA WOMENS ""CERAMICS"" QUARTZ MOVEMENT CERAMIC BRACELET WATCH BLUE WOMENS",1,$62.29,$124.58,,,,,,1349,,2,,7.25,,,X,
,Watches,Invicta,Watches4,J434065-11923-04168,J434065,,INVICTA RESERVE MENS SUBAQUA NOMA II SWISS QUARTZ CHRONO MOP DIAL BRACELET WHITE MOP MENS,1,$381.91,$381.91,,,,,,1350,no movement 1,pusher broken chipped crystal,pusher broken crystal chipped crown guard broken,7.5,,,X,
,Watches,Invicta,Watches4,J91530-00003-00000,J91530,,STSTL WTCH INVICTA PRO DIVER AUTOMATIC STAINLESS STEEL BRACELET WATCH BLACK NO SIZE,1,$133.00,$399.00,,,,,,1351,,2,scuffs on band,7.5,,,X,
,Watches,Invicta,Watches4,J432095-00104-04168,J432095,,INVICTA RESERVE MENS PRO DIVER SWISS A07 CHRONO STAINLESS BRACELET WATCH SAND MENS,1,1020,2040,,,,,,1352,,2,,7,,,X,
,Watches,Invicta,Watches4,J439095-00465-04168,J439095,,INVICTA MENS COALITION FORCE SWISS ANALOG/DIGITAL STAINLESS BRACLET WATCH GOLDTONE MENS,1,$467.13,$467.13,,,,,,1353,,2,,6.25,,,X,
,Watches,Invicta,Watches4,J443003-00307-01593,J443003,,TTV INVICTA GRAND OR BABY LUPAH QUARTZ STAINLESS STEEL BRACELET WATCH TWO-TONE WOMENS,1,$59.98,$59.98,,,,,,1354,no movement 1,minute hand loose,minute hand looe,,,,X,
,Watches,Invicta,Watches4,J432048-32121-04168,J432048,,INVICTA MENS PRO DIVER XXL QUARTZ CHRONO SILICONE STRAP WATCH BLACK/BLACK MENS,1,$177.25,$177.25,,,,,,1355,no movement 1,movement broken,,,,,X,
,Watches,Invicta,Watches4,J436543-00152-01593,J436543,,"INVICTA WOMENS ""CERAMICS"" QUARTZ MOVEMENT CERAMIC BRACELET WATCH GUNMETAL WOMENS",1,$62.29,$124.58,,,,,,1356,,2,,7,,,X,
,Watches,Invicta,Watches4,J173364-00006-00241,J173364,,SIG WTCH INVICTA SIGNATURE OCEAN GHOST III AUTOMATIC STAINLESS STEEL BRACELET BLUE SIZE: GENTS,1,$132.75,$132.75,,,,,,1357,no movement 1,doesnt tic,escapement damage,,,,X,
,Watches,Invicta,Watches4,J407120-00004-01593,J407120,,INVICTA WOMENS ANGEL CRYSTAL FLOWER STAINLESS CASE POLYURETHANE STRAP WATCH WHITE SIZE: WOMENS,1,$119.50,$119.50,,,,,,1358,,2,bezel doesnt move,,,,X,
,Watches,Invicta,Watches4,J433083-00006-04168,J433083,,INVICTA MENS I FORCE LEGARTO QUARTZ LEATHER STRAP WATCH BLUE MENS,1,$89.00,$89.00,,,,,,1359,no movement 1,stem broken,,,,,X,
,Watches,Invicta,Watches4,J426392-00466-04168,J426392,,INVICTA MENS PRO DIVER RAZOR AUTOMATIC STAINLESS BRACELET WATCH SILVERTONE MENS,1,$86.71,$86.71,,,,,,1360,no movement 1,doesnt tic,,,,,X,
,Watches,Invicta,Watches4,J433835-00307-04168,J433835,,INVICTA RESERVE 47MM SA II SWISS QUARTZ CHRONO APATITE BEZEL LTD ED WATCH TWO-TONE MENS,1,$725.00,$725.00,,,,,,1361,,2,,7,,,X,
,Watches,Android,Watches4,J413496-11681-04340,J413496,,ANDROID MENS SPECTRUM STAINLESS STEEL OPEN HEART AUTOMATIC BRACELET WATCH BLACK MOP GRAND,1,$102.48,$102.48,,,,,,1362,,2,,6.75,,,X,
,Watches,Invicta,Watches4,J421827-00465-04168,J421827,,INVICTA MENS JASON TAYLOR CORDUBA MASTER CALENDAR MOP DIAL POLY STRAP WATCH GOLDTONE MENS,1,$269.75,$269.75,,,,,,1363,,2,,,,,X,
,Watches,Invicta,Watches4,J433470-00465-04168,J433470,,INVICTA MENS OCEAN GHOST QUARTZ STAINLESS STEEL BRACELET WATCH W/DC GOLDTONE MENS,1,$75.32,$75.32,,,,,,1364,,2,,7.75,,,X,
,Watches,Invicta,Watches4,J440861-00466-04168,J440861,,INVICTA RESERVE MENS SA I SWISS VALJOUX AUTO CHRONO LMT ED METEORITE BCLT WATCH SILVERTONE MENS,1,1890,1890,,,,,,1365,,2,,8,,,X,
,Watches,Invicta,Watches4,J432236-00006-04168,J432236,,INVICTA MENS PRO DIVER SLICER QUARTZ CHRONO POLYURETHANE STRAP WATCH BLUE MENS,1,$177.25,$177.25,,,,,,1366,no movement 1,stem and crown detached,,,,,X,
,Watches,Invicta,Watches4,J436562-00004-00348,J436562,,"INVICTA MID ""CERAMICS"" QUARTZ MOVEMENT CERAMIC BRACELET WATCH WHITE MID",1,$58.39,$58.39,,,,,,1367,no band 1,broken clasp link,,,,,X,
,Watches,Invicta,Watches4,J433455-00307-01593,J433455,,INVICTA GRAND LUPAH OR BABY LUPAH QUARTZ STAINLESS STEEL BRACELET WATCH W/DC TWO-TONE WOMENS,1,$49.73,$49.73,,,,,,1368,,2,,9.25,,,X,
,Watches,Invicta,Watches4,J422284-00465-04168,J422284,,INVVICTA MENS PRO DIVER QUARTZ CHRONOGRAPH BRACELET WATCH GOLDTONE SIZE: MENS,1,$59.87,$59.87,,,,,,1369,no other 1,missing bezel,missing bezel,8,,,X,
,Watches,Invicta,Watches4,J420857-00006-04168,J420857,,INVICTA MENS GRAND DIVER SWISS QUARTZ CHRONO BRACELET WATCH BLUE MENS,1,$177.25,$177.25,,,,,,1370,,2,scuffs and dents on case,7.5,,,X,
,Watches,Invicta,Watches4,J432567-00465-04168,J432567,,INVICTA MENS SPECIALTY PYTHON MECHANICAL SKELETONIZED DIAL BRACELET WATCH GOLDTONE MENS,1,$181.75,$181.75,,,,,,1371,,,,,,,X,
,Watches,Invicta,Watches4,J424811-00152-01593,J424811,,INVICTA MENS OR WOMENS CERAMIC QUARTZ MOVEMENT BRACELET WATCH GUNMETAL SIZE: WOMENS,1,$66.48,$265.92,,,,,,1372,no movement 1,hour hand stuck,hour hand doesnt move,,,,X,
,Watches,Invicta,Watches4,J441391-00005-04168,J441391,,INVICTA MENS PRO DIVER OCEAN RACER 1.0 AUTO CARBON FIBER BRACELET WATCH W/8DC RED MENS,1,$129.09,$129.09,,,,,,1373,no band 1,missing link,,,,,X,
,Watches,Invicta,Watches4,J435804-09540-01593,J435804,,INVICTA WOMENS ANGEL QUARTZ STAINLESS BRACLET WATCH ROSETONE WOMENS,1,$126.00,$126.00,,,,,,1374,,2,,6.75,,,X,
,Watches,Invicta,Watches4,J436084-00006-04168,J436084,,INVICTA MENS SPECIALTY QUARTZ CHRONO STAINLESS BRACELET WATCH W/ 3DC BLUE MENS,1,$112.95,$112.95,,,,,,1375,,2,,7.5,,,X,
,Watches,Renato,Watches4,J418165-00009-04168,J418165,,RENATO MENS TREX DIVER BRACLET WATCH GREEN SIZE: MENS,1,$266.28,$266.28,,,,,,1376,,2,,7,,,X,
,Watches,Deep Blue,Watches4,J440288-00009-04168,J440288,,DEEP BLUE MENS MASTER DIVER 1000 AUTOMATIC STAINLESS BRACELET WATCH GREEN MENS,1,$362.10,$362.10,,,,,,1377,no band 1,band wont stay on,,8.25,,,X,
,Watches,Invicta,Watches4,J428495-00465-01593,J428495,,INVICTA WOMENS PRO DIVER QUARTZ DATE BRACELET WATCH GOLDTONE WOMENS,1,$59.82,$59.82,,,,,,1378,,2,,7,,,X,
,Watches,Misc Brand,Watches4,J420080-00006-01593,J420080,,CONSTANTIN WEISZ WOMENS PEACOCK DIAL AUTOMATIC STRAP WATCH BLUE SIZE: WOMENS,1,$53.52,$107.04,,,,,,1379,no movement 1,automatic winder broken,,,,,X,
,Watches,Invicta,Watches4,J441285-00005-04168,J441285,,INVICTA RESERVE MENS VENOM SWISS QUARTZ CHRONO MOP DIAL BRACELET WATCH RED MENS,1,$433.25,$433.25,,,,,,1380,,2,,8,,,X,
,Watches,Invicta,Watches4,J416192-00003-04168,J416192,,INVICTA MENS PRO DIVER TITANIUM AUTOMATIC BRACELET WATCH W 3 SLOT DIVE CASE BLACK SIZE: MENS,1,$221.50,$221.50,,,,,,1381,no band 1,band is missing link,,,,,X,
,Watches,Invicta,Watches4,J429923-00007-04168,J429923,,INVICTA RESERVE MENS VENOM DIGITAL BRACELET WATCH W/ EXTRA PU & TOOL BROWN MENS,1,$314.14,$942.42,,,,,,1382,,2,,9,,,X,
,Watches,Invicta,Watches4,J405319-00003-04168,J405319,,INVICTA MENS PRO DIVER QUARTZ STAINLESS STEEL BRACELET WATCH BLACK MENS,1,$107.00,$214.00,,,,,,1383,no movement 1,water damage,,7,,,X,
,Watches,Invicta,Watches4,J434832-00465-04168,J434832,,INVICTA MENS SPECIALTY QUARTZ CHRONO STAINLESS STEEL BRACELET WATCH GOLDTONE MENS,1,$69.96,$69.96,,,,,,1384,no other 1,case back wont fit on,,,,,X,
,Watches,Invicta,Watches4,J428496-00021-01593,J428496,,INVICTA WOMENS ANGEL DIVER QUARTZ DATE BRACELET WATCH PINK WOMENS,1,$104.50,$209.00,,,,,,1385,no movement 1,stem broken,,7,,,X,
,Watches,Invicta,Watches4,J179777-00307-04168,J179777,,INVICTA RESERVE MENS SUBAQUA SPECIALTY SWISS CHRONOGRAPH STAINLESS STEEL BRACELET WATCH TWO-TONE MENS,1,$705.00,$705.00,,,,,,1386,no other 1,broken crystal,,7..5,,,X,
,Watches,Invicta,Watches4,J403429-11654-04168,J403429,,INVICTA MENS MOBULA CERAMIC QUARTZ CHRONOGRAPH CERAMIC CASE & BRACELET WATCH BLUE / SILVERTONE SIZE: MENS,1,$263.50,$263.50,,,,,,1387,no band 1,broken band and case,,,,,X,
,Watches,Invicta,Watches4,J428086-00004-01593,J428086,,INVICTA WOMENS BABY LUPAH CERAMIC MOP DIAL BRACELET WATCH WHITE WOMENS,1,$54.80,$109.60,,,,,,1388,,2,,8.25,,,X,
,Watches,Invicta,Watches4,J431183-00466-04168,J431183,,INVICTA RESERVE MENS JASON TAYLOR EXCURSION SWISS QUARTZ CHRONO LMT ED WATCH SILVERTONE MENS,1,$645.00,$645.00,,,,,,1389,no band 1,no band,no band,,,,X,
,Watches,Invicta,Watches4,J427846-00465-04168,J427846,,INVICTA MENS SUBAQUA NOMA V SWISS QUARTZ CHRONO SILICONE STRAP WATCH GOLDTONE MENS,1,$690.00,$690.00,,,,,,1390,,2,,,,,X,
,Watches,Invicta,Watches4,J429924-00003-04168,J429924,,INVICTA RESERVE MENS VENOM DIGITAL BRACELET WATCH W/ EXTRA PU & TOOL BLACK MENS,1,$314.14,1570.7,,,,,,1391,,2,,7,,,X,
,Watches,Invicta,Watches4,J415939-00003-01593,J415939,,INVICTA WOMENS PRO DIVER ABYSS MOTHER OF PEARL DIAL STAINLESS BRACLET WATCH BLACK SIZE: WOMENS,1,$88.00,$88.00,,,,,,1392,,2,scuffs on band and case,6.5,,,X,
,Watches,Invicta,Watches4,J413561-00005-04168,J413561,,INVICTA MENS LUPAH REVOLUTION QUARTZ CHRONOGRAPH STRAP WATCH RED SIZE: MENS,1,$159.87,$159.87,,,,,,1393,no other 1,cracked crystal,scuffs on case ,,,,X,
,Watches,Invicta,Watches4,J435758-40663-04168,J435758,,INVICTA MENS PRO SCUBA QUARTZ STAINLESS BRACELET WATCH W/ 1DC GOLDTONE/CHARCOAL MENS,1,$81.26,$81.26,,,,,,1394,,2,,7.5,,,X,
,Watches,Invicta,Watches4,J431185-00006-04168,J431185,,INVICTA MENS AUSTRALIAN PRO DIVER AUTOMATIC BRACELET WATCH BLUE MENS,1,$199.25,$199.25,,,,,,1395,no movement 1,stem broken,,7.5,,,X,
,Watches,Invicta,Watches4,J443003-00466-04168,J443003,,TTV INVICTA GRAND OR BABY LUPAH QUARTZ STAINLESS STEEL BRACELET WATCH SILVERTONE MENS,1,$59.98,$179.94,,,,,,1396,,2,,8,,,X,
,Watches,Invicta,Watches4,J419919-00003-04168,J419919,,TTV INVICTA RESERVE MENS SPECIALTY SUBAQUA SWISS CHRONO POLISHED BRACELET WATCH BLACK MENS,1,$645.00,1290,,,,,,1397,no other 1,cracked crystal,scuffs on bezel and case,9,,,X,
,Watches,Invicta,Watches4,J426407-00006-04168,J426407,,INVICTA MENS FLIGHT SERIES AVIATOR QUARTZ CHRONO STAINLESS BRACELET WATCH BLUE SIZE: MENS,1,$246.00,$246.00,,,,,,1398,,2,,7,,,X,
,Watches,Invicta,Watches4,J433455-00307-04168,J433455,,INVICTA GRAND LUPAH OR BABY LUPAH QUARTZ STAINLESS STEEL BRACELET WATCH W/DC TWO-TONE MENS,1,$49.73,$49.73,,,,,,1399,no band 1,clasp is missing,,,,,X,
,Watches,Invicta,Watches4,J177244-13221-00074,J177244,,STSTL WTCH INVICTA LADY SUBAQUA NOMA III SWISS QUARTZ CHRONOGRAPH GENUINE LEATHER STRAP PINK MOP SIZE: LADIES,1,$540.00,$540.00,,,,,,1400,,2,stains on bezel,,,,X,
,Watches,Invicta,Watches4,J443003-00307-04168,J443003,,TTV INVICTA GRAND OR BABY LUPAH QUARTZ STAINLESS STEEL BRACELET WATCH TWO-TONE MENS,1,$59.98,$119.96,,,,,,1401,,2,,9,,,X,
,Watches,Invicta,Watches4,J429924-00003-04168,J429924,,INVICTA RESERVE MENS VENOM DIGITAL BRACELET WATCH W/ EXTRA PU & TOOL BLACK MENS,1,$314.14,1570.7,,,,,,1402,,2,scratches on case and band,7,,,X,
,Watches,Invicta,Watches4,J421663-00007-01593,J421663,,INVICTA WOMENS PRO DIVER QUARTZ DATE BRACELET WATCH W/ COLLECTORS BOX BROWN WOMENS,1,$79.92,$159.84,,,,,,1403,,2,,6,,,X,
,Watches,Invicta,Watches4,J433479-00466-04168,J433479,,INVICTA MENS PRO DIVER QUARTZ DIAMOND ACCENTED BEZEL BRACELET WATCH SILVERTONE MENS,1,$166.25,$498.75,,,,,,1404,no band 1,no clasp,,,,,X,
,Watches,Invicta,Watches4,J433842-00465-04168,J433842,,INVICTA MENS CUADRO QUARTZ MOVEMENT STAINLESS STEEL BRACELET WATCH GOLDTONE MENS,1,$191.00,$191.00,,,,,,1405,,2,small chip in crystal,,,,X,
,Watches,Invicta,Watches4,J431194-00307-04168,J431194,,INVICTA MENS PRO DIVER AUTOMATIC STAINLESS STEEL BRACELET WATCH W/3DC TWO-TONE MENS,1,$69.23,$69.23,,,,,,1406,no movement 1,doesnt tic,,7.5,,,X,
,Watches,Invicta,Watches4,J434870-00003-04168,J434870,,INVICTA MENS SEA SPIDER MECHANICAL POLYUREHTANE BRACELET WATCH BLACK MENS,1,$156.80,$313.60,,,,,,1407,,2,,7,,,X,
,Watches,Invicta,Watches4,J423561-00466-04168,J423561,,INVICTA RESERVE MENS VENOM II SWISS CHRONOGRAPH STRAP WATCH SILVERTONE SIZE: MENS,1,$384.75,$384.75,,,,,,1408,no movement 1,stem and crown broken,,,,,X,
,Watches,Invicta,Watches4,J407120-00003-01593,J407120,,INVICTA WOMENS ANGEL CRYSTAL FLOWER STAINLESS CASE POLYURETHANE STRAP WATCH BLACK SIZE: WOMENS,1,$119.50,$119.50,,,,,,1409,,2,,,,,X,
,Watches,Invicta,Watches4,J432544-00465-01593,J432544,,INVICTA WOMENS PRO DIVER SCUBA QUARTZ CHRONO BRACELET WATCH W/3DC GOLDTONE WOMENS,1,$165.00,$330.00,,,,,,1410,,2,,6.25,,,X,
,Watches,Invicta,Watches4,J426668-00465-01593,J426668,,"INVICTA WOMENS ANGEL ""MOTHER & CHILD"" QUARTZ CRYSTAL ACCENT BRACELET WATCH W/BOX GOLDTONE WOMENS",1,$58.39,$58.39,,,,,,1411,,2,,8.25,,,X,
,Watches,Invicta,Watches4,J419177-00003-04168,J419177,,INVICTA MENS RESERVE EXCURSION SWISS MADE QUARTZ CHRONO STRAP WATCH BLACK MENS,1,$199.87,$199.87,,,,,,1412,no movement 1,hands loose,dent on case,,,,X,
,Watches,Invicta,Watches4,J417974-00466-04168,J417974,,INVICTA RESERVE MENS EXCURSION ELEGANT SWISS QUARTZ CHRONO LEATHER STRAP WATCH SILVERTONE SIZE: MENS,1,$198.13,$198.13,,,,,,1413,no band 1,no band,,,,,X,
,Watches,Invicta,Watches4,J431201-00140-04168,J431201,,INVICTA MENS PRO DIVER QUARTZ DATE STAINLESS STEEL BRACELET WATCH YELLOW MENS,1,$48.45,$48.45,,,,,,1414,,2,,7,,,X,
,Watches,Invicta,Watches4,J426063-00465-04168,J426063,,TTV INVICTA MENS OR WOMENS PRO DIVER QUARTZ STAINLESS BRACELET WATCH GOLDTONE MENS,1,$65.86,$131.72,,,,,,1415,,2,scuffs on case and band,6.75,,,X,
,Watches,Invicta,Watches4,J429941-14441-01593,J429941,,INVICTA WOMENS ANGEL BLACK SPINEL QUARTZ LIMITED EDITION BRACELET WATCH SILVERTONE / ROSETONE WOMENS,1,$139.61,$139.61,,,,,,1416,,2,,6.75,,,X,
,Watches,Invicta,Watches4,J434862-09540-01593,J434862,,INVICTA WOMENS LADY LUPAH QUARTZ FIRE OPAL LMT ED BRACELET WATCH ROSETONE WOMENS,1,$185.60,$185.60,,,,,,1417,,2,gems fell out,6.25,,,X,
,Watches,Invicta,Watches4,J433110-27340-07260,J433110,,TTV INVICTA 47MM OCEAN GHOST VINTAGE 1.0 QUARTZ STAINLESS BRACELET WATCH W/8DC GUNMETAL / BLUE 47MM,1,$61.84,$123.68,,,,,,1418,,2,,7,,,X,
,Watches,Invicta,Watches4,J434142-00465-01593,J434142,,TTV INVICTA WOMENS ANGEL DIAMOND DIVER QUARTZ BRACELET WATCH W/ TRAVEL CASE GOLDTONE WOMENS,1,$64.07,$64.07,,,,,,1419,,2,,8.5,,,X,
,Watches,Invicta,Watches4,J431620-00466-01593,J431620,,INVICTA WOMENS ANGEL DIVER CRYSTAL ACCENTED BRACELET WATCH W/TRAVEL CASE SILVERTONE WOMENS,1,$89.00,$89.00,,,,,,1420,,2,,7.75,,,X,
,Watches,Invicta,Watches4,J435757-00088-04168,J435757,,INVICTA MENS LUPAH REVOLUTION CERAMIC QUARTZ CHRONOGRAPH LEATHER STRAP WATCH ORANGE MENS,1,$129.40,$129.40,,,,,,1421,,2,,,,,X,
,Watches,Misc Brand,Watches4,J419859-00006-01593,J419859,,CLARA WOMENS CRYSTAL ACCENTED QUARTZ BRACELET WATCH BLUE WOMENS,1,$65.86,$131.72,,,,,,1422,,2,,8,,,X,
,Watches,Invicta,Watches4,J433403-00003-04168,J433403,,INVICTA MENS SPECIALTY QUARTZ CHRONO MOP DIAL BRACELET WATCH W/8DC BLACK MENS,1,$142.00,$142.00,,,,,,1423,,2,,7.5,,,X,
,Watches,Invicta,Watches4,J428497-00465-01593,J428497,,INVICTA WOMENS ANGEL DIVER QUARTZ DATE MOP DIAL BRACELET WATCH GOLDTONE WOMENS,1,$59.47,$59.47,,,,,,1424,,2,,6.25,,,X,
,Watches,Invicta,Watches4,J425613-08123-04168,J425613,,TTV INVICTA RESERVE MENS ARSENAL VALJOUX 7750 STAINLESS STEEL BRACELET WATCH ROSETONE / BLUE MENS,1,$599.00,$599.00,,,,,,1425,no movement 1,movement doesnt tic,,8,,,X,
,Watches,Invicta,Watches4,J421656-00004-04168,J421656,,INVICTA MENS CERAMIC MONOTONE QUARTZ CHRONOGRAPH BRACELET WATCH WHITE MENS,1,$248.00,$248.00,,,,,,1426,no movement 1,extreme water damage,,7.5,,,X,
,Watches,Invicta,Watches4,J431083-00465-01593,J431083,,TTV INVICTA WOMENS ANGEL ROYALE DIAMOND ACCENTED BRACELET WATCH W/TRAVEL CASE GOLDTONE WOMENS,1,$61.23,$428.61,,,,,,1427,,2,,7,,,X,
,Watches,Invicta,Watches4,J431621-00020-01593,J431621,,INVICTA WOMENS CORDUBA QUARTZ MULTIFUNCTION MOP DIAL LEATHER STRAP GREY WOMENS,1,$63.97,$63.97,,,,,,1428,no other 1,cracked crystal,,,,,X,
,Watches,Invicta,Watches4,J433455-00466-01593,J433455,,INVICTA GRAND LUPAH OR BABY LUPAH QUARTZ STAINLESS STEEL BRACELET WATCH W/DC SILVERTONE WOMENS,1,$49.73,$49.73,,,,,,1429,,2,,7.75,,,X,
,Watches,Invicta,Watches4,J424811-00152-01593,J424811,,INVICTA MENS OR WOMENS CERAMIC QUARTZ MOVEMENT BRACELET WATCH GUNMETAL SIZE: WOMENS,1,$66.48,$265.92,,,,,,1430,no movement 1,loose hour hand,,6,,,X,
,Watches,Invicta,Watches4,J431444-00465-04168,J431444,,INVICTA MENS PRO DIVER SCUBA QUARTZ CHRONO STAINLESS BRACELET WATCH GOLDTONE MENS,1,$168.50,$168.50,,,,,,1431,,2,,8,,,X,
,Watches,Invicta,Watches4,J426063-00465-04168,J426063,,TTV INVICTA MENS OR WOMENS PRO DIVER QUARTZ STAINLESS BRACELET WATCH GOLDTONE MENS,1,$65.86,$131.72,,,,,,1432,no movement 1,missing stem and crown,,7.25,,,X,
,Watches,Invicta,Watches4,J428604-00021-01593,J428604,,INVICTA WOMENS CLASSIQUE QUARTZ SQUARE CASE CERAMIC BRACELET WATCH PINK WOMENS,1,$59.20,$59.20,,,,,,1433,no band 1,clasp link broken,,,,,X,
,Watches,Invicta,Watches4,J432607-09540-01593,J432607,,TTV INVICTA WOMENS ANGEL BLUSH MORGANITE DIAMOND PAVE DIAL BRACELET WATCH ROSETONE WOMENS,1,$715.00,1430,,,,,,1434,,2,scuffs on case and band,7.75,,,X,
,Watches,Invicta,Watches4,J431621-00007-01593,J431621,,INVICTA WOMENS CORDUBA QUARTZ MULTIFUNCTION MOP DIAL LEATHER STRAP BROWN WOMENS,1,$63.97,$63.97,,,,,,1435,,2,,,,,X,
,Watches,Invicta,Watches4,J433470-09540-04168,J433470,,INVICTA MENS OCEAN GHOST QUARTZ STAINLESS STEEL BRACELET WATCH W/DC ROSETONE MENS,1,$75.32,$75.32,,,,,,1436,,2,,8.75,,,X,
,Watches,Invicta,Watches4,J410340-09601-04168,J410340,,INVICTA RUSSIAN DIVER MECHANICAL CERAMIC CASE POLY STRAP WATCH BLACK / SILVERTONE SIZE: MENS,1,$256.00,$256.00,,,,,,1437,no movement 1,does not tic cracked class,,,,,X,
,Watches,Invicta,Watches4,J405319-00003-04168,J405319,,INVICTA MENS PRO DIVER QUARTZ STAINLESS STEEL BRACELET WATCH BLACK MENS,1,$107.00,$214.00,,,,,,1438,,2,,7.75,,,X,
