retailer_code:1,Division,Brand,pallet_number,full_,jnumber,model_number,title,Qty,msrp,Total Cost,Retail,Total Retail,Margin %,Margin $,eBay Price,sku,box,condition,condition_notes,band_size,date_listed,repair,manifested,upc
,Watches,Invicta,Watches4,J433424-00005-04168,J433424,,INVICTA MENS GRAND DIVER 54MM QUARTZ DATE STAINLESS BRACELET WATCH W/ 8DC RED MENS,1,$171.00,$171.00,,,,,,1111,,2,,7.25,,,X,
,Watches,Invicta,Watches4,J439095-00003-04168,J439095,,INVICTA MENS COALITION FORCE SWISS ANALOG/DIGITAL STAINLESS BRACLET WATCH BLACK MENS,1,$467.13,$467.13,,,,,,1112,no band 1,missing lug pin,,,,,X,
,Watches,Invicta,Watches4,J437654-00465-04168,J437654,,INVICTA RESERVE MENS VENOM SWISS QUARTZ CHRONO HIGH POLISH BRACELET WATCH GOLDTONE MENS,1,$490.00,$490.00,,,,,,1113,,2,chrono is one second off from zero,7.25,,,X,
,Watches,Invicta,Watches4,J429342-00003-04168,J429342,,INVICTA RESERVE MENS VENOM SWISS AUTOMATIC A07 CHRONO STAINLESS BRACELET WATCH BLACK MENS,1,1010,1010,,,,,,1114,,2,,7.5,,,X,
,Watches,Invicta,Watches4,J442963-08123-04168,J442963,,TTV INVICTA RESERVE MENS VENOM SWISS QUARTZ CHRONO PU STRAP WATCH W/8DC ROSETONE / BLUE MENS,1,$400.00,$400.00,,,,,,1115,no movement 1,bad battery,,,,,X,
,Watches,Invicta,Watches4,J430690-00466-04168,J430690,,INVICTA MENS SPECIALTY QUARTZ MULTIFUNCTION BRACELET WATCH SILVERTONE MENS,1,$94.02,$94.02,,,,,,1116,,2,stem bent,7.5,,,X,
,Watches,Invicta,Watches4,J417982-09540-04168,J417982,,INVICTA RESERVE MENS EXCURSION SWISS QUARTZ CHRONO STAINLESS BRACELET WATCH ROSETONE SIZE: MENS,1,$219.14,$219.14,,,,,,1117,no movement 1,missing stem and crown,missing stem and crown scuffs on case. ,7.25,,,X,
,Watches,Invicta,Watches4,J429933-00003-04168,J429933,,INVICTA MENS LUPAH DIVER QUARTZ CHRONO BRACELET WATCH BLACK MENS,1,$123.17,$246.34,,,,,,1118,,2,fuzz in date window?,8,,,X,
,Watches,Invicta,Watches4,J435756-00466-01593,J435756,,INVICTA WOMENS ANGEL QUARTZ STAINLESS STEEL BRAIDED BRACLET WATCH SILVERTONE WOMENS,1,$96.00,$96.00,,,,,,1119,,2,,,,,X,
,Watches,Invicta,Watches4,J429924-00003-04168,J429924,,INVICTA RESERVE MENS VENOM DIGITAL BRACELET WATCH W/ EXTRA PU & TOOL BLACK MENS,1,$314.14,1570.7,,,,,,1120,,2,new battery,7.25,,,X,
,Watches,Invicta,Watches4,J426391-00003-04168,J426391,,INVICTA RESERVE MENS BOLT ZEUS SWISS QUARTZ CHRONO BRACELET WATCH BLACK MENS,1,$492.57,$492.57,,,,,,1121,,2,,8,,,X,
,Watches,Invicta,Watches4,J429856-11681-04168,J429856,,INVICTA RESERVE MENS EXCURSION SWISS MADE QUARTZ CHRONO MOP DIAL BRACELET WATCH BLACK MOP MENS,1,$371.00,$371.00,,,,,,1122,no band 1,clasp piece missing,,,,,X,
,Watches,Invicta,Watches4,J421820-00005-04168,J421820,,INVICTA RESERVE MENS JASON TAYLOR BOLT ZEUS SWISS CHRONO BRACELET WATCH RED MENS,1,1040,1040,,,,,,1123,,2,,7.25,,,X,
,Watches,Invicta,Watches4,J443003-00466-04168,J443003,,TTV INVICTA GRAND OR BABY LUPAH QUARTZ STAINLESS STEEL BRACELET WATCH SILVERTONE MENS,1,$59.98,$179.94,,,,,,1124,no other 1,crystal is shattered,,,,,X,
,Watches,Invicta,Watches4,J442984-32121-04168,J442984,,TTV INVICTA 45MM DIVER SPECIAL EDITION QUARTZ POLYURETHANE STRAP WATCH BLACK/BLACK MENS,1,$29.88,$59.76,,,,,,1125,,2,,,,,X,
,Watches,Invicta,Watches4,J433484-00087-04168,J433484,,INVICTA MENS PRO DIVER OCEAN GHOST QUARTZ MOVEMENT BRACELET WATCH W/DC COPPER MENS,1,$68.46,$68.46,,,,,,1126,,2,,7.25,,,X,
,Watches,Invicta,Watches4,J432132-00465-07260,J432132,,TTV INVICTA 47MM/38MM GRAND DIVER DIAMOND AUTO OPEN HEART WATCH W COLLECTORS BOX GOLDTONE 47MM,1,$329.00,$658.00,,,,,,1127,,2,,7,,,X,
,Watches,Invicta,Watches4,J407639-00006-04168,J407639,,INVICTA MENS PRO DIVER QUARTZ STAINLESS BRACELET WATCH BLUE SIZE: MENS,1,$119.75,$119.75,,,,,,1128,,2,scoffs on case and band,7,,,X,
,Watches,Invicta,Watches4,J428903-11923-04168,J428903,,YEL-INVICTA RESERVE MENS ARSENAL SWISS QUARTZ CHRONO STAINLESS BRACELET WATCH WHITE MOP MENS,1,$491.00,$982.00,,,,,,1129,,2,,7.5,,,X,
,Watches,Invicta,Watches4,J428086-00004-01593,J428086,,INVICTA WOMENS BABY LUPAH CERAMIC MOP DIAL BRACELET WATCH WHITE WOMENS,1,$54.80,$109.60,,,,,,1130,no band 1,clasp wont stay closed,,6.5,,,X,
,Watches,Invicta,Watches4,J432131-00465-04168,J432131,,INVICTA MENS SPECIALTY QUARTZ CHRONO BRACELET W/8DC GOLDTONE MENS,1,$118.00,$118.00,,,,,,1131,,2,,8.5,,,X,
,Watches,Invicta,Watches4,J431184-00005-04168,J431184,,INVICTA RESERVE MENS JASON TAYLOR EXCURSION SWISS LMT ED QUARTZ CHRONO WATCH RED MENS,1,$645.00,$645.00,,,,,,1132,,2,,7.5,,,X,
,Watches,Invicta,Watches4,J429855-09540-04168,J429855,,INVICTA RESERVE MENS EXCURSION SWISS MADE QUARTZ CHRONO BRACELET WATCH ROSETONE MENS,1,$219.05,$219.05,,,,,,1133,,2,scuffs on crown,8,,,X,
,Watches,Invicta,Watches4,J436867-00465-04168,J436867,,INVICTA MENS PRO DIVER XXL QUARTZ CHRONO STAINLESS BRACELET WATCH W/ 3DC GOLDTONE MENS,1,$168.50,$168.50,,,,,,1134,,2,,6.75,,,X,
,Watches,Invicta,Watches4,J436266-00465-04168,J436266,,INVICTA MENS EXCURSION QUARTZ CHRONOGRAPH SILICONE STRAP WATCH GOLDTONE MENS,1,$219.38,$219.38,,,,,,1135,,2,scuffs on case,,,,X,
,Watches,Invicta,Watches4,J432051-09660-04168,J432051,,INVICTA MENS EXCURSION QUARTZ CHRONO LEATHER STRAP WATCH GOLDTONE / SILVERTONE MENS,1,$286.00,$286.00,,,,,,1136,,2,chrono doesnt reset to zero scuffs on case ,,,,X,
,Watches,Invicta,Watches4,J179108-00003-04168,J179108,,INVICTA PRO DIVER SCUBA GMT STAINLESS STEEL POLYURETHANE STRAP WATCH BLACK SIZE: MENS,1,$188.00,$188.00,,,,,,1137,no band 1,band is broken,,,,,X,
,Watches,Invicta,Watches4,J432586-00006-04168,J432586,,INVICTA RESERVE MENS GRAND ARSENAL SWISS CHRONO SPINEL BEZEL MOP DIAL BCLT BLUE MENS,1,$715.00,$715.00,,,,,,1138,,2,chrono doesnt reset to zero,7,,,X,
,Watches,Invicta,Watches4,J423980-00006-00348,J423980,,INVICTA MID PRO DIVER CLASSIC QUARTZ DATE STAINLESS BRACELET WATCH BLUE SIZE: MID,1,$104.25,$208.50,,,,,,1139,no other 1,broken crystal,band is detatched,,,,X,
,Watches,Invicta,Watches4,J432585-09540-04168,J432585,,INVICTA MENS LUMINARY QUARTZ CHRONOGRAPH TRITIUM BRACELET WATCH ROSETONE MENS,1,$213.66,$213.66,,,,,,1140,,2,,6.75,,,X,
,Watches,Invicta,Watches4,J429924-00003-04168,J429924,,INVICTA RESERVE MENS VENOM DIGITAL BRACELET WATCH W/ EXTRA PU & TOOL BLACK MENS,1,$314.14,1570.7,,,,,,1141,,2,new battery,8.75,,,X,
,Watches,Invicta,Watches4,J435754-00152-04168,J435754,,INVICTA MENS SPECIALTY MOON PHASE QUARTZ STAINLESS BRACELET WATCH GUNMETAL MENS,1,$89.87,$89.87,,,,,,1142,no band 1,clasp detached,,,,,X,
,Watches,Invicta,Watches4,J429282-00388-01593,J429282,,TTV INVICTA LADY LUPAH EXOTIC SEMI-PRECIOUS GEMSTONE LTD ED BRACELET WATCH PERIDOT WOMENS,1,$173.61,$347.22,,,,,,1143,,2,,6.25,,,X,
,Watches,Invicta,Watches4,J417540-00003-04168,J417540,,TTV INVICTA MENS RUSSIAN DIVER OCTOPUS TOURBILLON LIMITED EDITION BRACLET WATCH BLACK SIZE: MENS,1,$928.52,$928.52,,,,,,1144,,2,,9.5,,,X,
,Watches,Invicta,Watches4,J429557-00307-07260,J429557,,TTV INVICTA RESERVE PRO DIVER CHRONO NEON APATITE BEZEL LTD ED WATCH W/ 8DC TWO-TONE 47MM,1,$379.00,1137,,,,,,1145,,2,,7.25,,,X,
,Watches,Invicta,Watches4,J430502-00003-04168,J430502,,INVICTA RESERVE MENS GRAND ARSENAL SWISS MADE QUARTZ CHRONO BRACELET WATCH BLACK MENS,1,$491.00,$491.00,,,,,,1146,,2,stem bent,9,,,X,
,Watches,Invicta,Watches4,J430202-09540-04168,J430202,,INVICTA RESERVE MENS BOLT ZEUS COSC QUARTZ CHRONO STAINLESS BRACELET WATCH ROSETONE MENS,1,$734.11,$734.11,,,,,,1147,no movement 1,stem broken,,,,,X,
,Watches,Invicta,Watches4,J428074-08900-04168,J428074,,INVICTA RESERVE MENS BOLT ZEUS SWISS QUARTZ CHRONO MOP DIAL BRACELET WATCH GOLDTONE / BLUE MENS,1,$770.00,$770.00,,,,,,1148,,2,,6.5,,,X,
,Watches,Invicta,Watches4,J427800-00140-04168,J427800,,INVICTA MENS EXCURSION QUARTZ CHRONO POLYURETHANE STRAP WATCH YELLOW SIZE: MENS,1,$119.77,$119.77,,,,,,1149,,,,,,,X,
,Watches,Invicta,Watches4,J434142-00152-01593,J434142,,TTV INVICTA WOMENS ANGEL DIAMOND DIVER QUARTZ BRACELET WATCH W/ TRAVEL CASE GUNMETAL WOMENS,1,$64.07,$64.07,,,,,,1150,,2,scuffs on band,6.25,,,X,
,Watches,Invicta,Watches4,J435749-00465-04168,J435749,,INVICTA RESERVE MENS BOLT ZEUS SWISS DUBOIS DEPRAZ AUTOMATIC BRACELET WATCH GOLDTONE MENS,1,$920.00,$920.00,,,,,,1151,no movement 1,,automatic spins when hand wound chrono doesnt reset to zero,7,,,X,
,Watches,Invicta,Watches4,J424811-00152-01593,J424811,,INVICTA MENS OR WOMENS CERAMIC QUARTZ MOVEMENT BRACELET WATCH GUNMETAL SIZE: WOMENS,1,$66.48,$265.92,,,,,,1152,,2,,7.5,,,X,
,Watches,Invicta,Watches4,J434642-09540-01593,J434642,,TTV INVICTA WOMENS ANGEL STARDUST MULTIFUNCTION MOP DIAL WATCH W/TRAVEL CASE ROSETONE WOMENS,1,$59.65,$59.65,,,,,,1153,,2,,6,,,X,
,Watches,Invicta,Watches4,J413583-09540-04168,J413583,,INVICTA MENS PRO DIVER SCUBA QUARTZ CHRONO BRACELET WATCH ROSETONE SIZE: MENS,1,$87.37,$87.37,,,,,,1154,,2,chrono does not reset to zero,7,,,X,
,Watches,Invicta,Watches4,J412742-00003-04168,J412742,,INVICTA MENS SEA HUNTER SWISS MADE QUARTZ CHRONO STAINLESS STEEL BRACELET WATCH BLACK MENS,1,$289.32,$289.32,,,,,,1155,,2,scuffs on case and band,7.5,,,X,
,Watches,Invicta,Watches4,J434142-09540-01593,J434142,,TTV INVICTA WOMENS ANGEL DIAMOND DIVER QUARTZ BRACELET WATCH W/ TRAVEL CASE ROSETONE WOMENS,1,$64.07,$64.07,,,,,,1156,,2,scuffs on band,8.25,,,X,
,Watches,Invicta,Watches4,J441230-00465-01593,J441230,,INVICTA WOMENS PRO DIVER DIAMOND DEBUTANTE MOP BRACELET WATCH W/ TRAVEL BOX GOLDTONE WOMENS,1,$118.89,$118.89,,,,,,1157,,2,scuffs on case and band,7.5,,,X,
,Watches,Invicta,Watches4,J436266-00466-04168,J436266,,INVICTA MENS EXCURSION QUARTZ CHRONOGRAPH SILICONE STRAP WATCH SILVERTONE MENS,1,$219.38,$219.38,,,,,,1158,,2,,,,,X,
,Watches,Invicta,Watches4,J436543-00003-01593,J436543,,"INVICTA WOMENS ""CERAMICS"" QUARTZ MOVEMENT CERAMIC BRACELET WATCH BLACK WOMENS",1,$62.29,$62.29,,,,,,1159,no band 1,link broken,,,,,X,
,Watches,Misc Brand,Watches4,J419859-00006-01593,J419859,,CLARA WOMENS CRYSTAL ACCENTED QUARTZ BRACELET WATCH BLUE WOMENS,1,$65.86,$131.72,,,,,,1160,,2,,7.75,,,X,
,Watches,Invicta,Watches4,J435805-00465-01593,J435805,,INVICTA WOMENS ANGEL QUARTZ STAINLESS BRACLET WATCH GOLDTONE WOMENS,1,$96.00,$96.00,,,,,,1161,no movement 1,bad battery,,,,,X,
,Watches,Invicta,Watches4,J440111-00006-04168,J440111,,INVICTA MENS PRO DIVER SCUBA QUARTZ CHRONO BRACELET WATCH W/ 1DC BLUE MENS,1,$75.23,$75.23,,,,,,1162,,2,,7,,,X,
,Watches,Invicta,Watches4,J432045-00005-04168,J432045,,INVICTA RESERVE MENS GRAND ARSENAL SWISS QUARTZ CHRONO BRACELET WATCH RED MENS,1,$433.25,$433.25,,,,,,1163,,2,,7.25,,,X,
,Watches,Invicta,Watches4,J424019-00140-04168,J424019,,INVICTA MENS AKULA SPORT QUARTZ CHRONO SILICON STRAP WATCH YELLOW MENS,1,$246.00,$246.00,,,,,,1164,no band 1,band is broken,,,,,X,
,Watches,Invicta,Watches4,J431083-00465-01593,J431083,,TTV INVICTA WOMENS ANGEL ROYALE DIAMOND ACCENTED BRACELET WATCH W/TRAVEL CASE GOLDTONE WOMENS,1,$61.23,$428.61,,,,,,1165,no movement 1,minute hand offset,,6.25,,,X,
,Watches,Invicta,Watches4,J436543-00006-01593,J436543,,"INVICTA WOMENS ""CERAMICS"" QUARTZ MOVEMENT CERAMIC BRACELET WATCH BLUE WOMENS",1,$62.29,$124.58,,,,,,1166,no movement 1,stem broken,,6.5,,,X,
,Watches,Invicta,Watches4,J434362-00465-08420,J434362,,TTV INVICTA 48MM OR 38MM PRO DIVER SCUBA SPECIAL ED 1.0 BRACELET WATCH 8DC GOLDTONE 48MM,1,$169.09,$338.18,,,,,,1167,,2,,7.75,,,X,
,Watches,Invicta,Watches4,J433470-00003-04168,J433470,,INVICTA MENS OCEAN GHOST QUARTZ STAINLESS STEEL BRACELET WATCH W/DC BLACK MENS,1,$75.32,$150.64,,,,,,1168,no movement 1,second hand is detached,,,,,X,
,Watches,Invicta,Watches4,J433455-00465-01593,J433455,,INVICTA GRAND LUPAH OR BABY LUPAH QUARTZ STAINLESS STEEL BRACELET WATCH W/DC GOLDTONE WOMENS,1,$49.73,$49.73,,,,,,1169,,2,,7,,,X,
,Watches,Invicta,Watches4,J431194-00465-04168,J431194,,INVICTA MENS PRO DIVER AUTOMATIC STAINLESS STEEL BRACELET WATCH W/3DC GOLDTONE MENS,1,$69.23,$69.23,,,,,,1170,no other 1,cracked crystal,,9,,,X,
,Watches,Invicta,Watches4,J429924-00006-04168,J429924,,INVICTA RESERVE MENS VENOM DIGITAL BRACELET WATCH W/ EXTRA PU & TOOL BLUE MENS,1,$314.14,$314.14,,,,,,1171,,2,band pin bent new battery.,9,,,X,
,Watches,Invicta,Watches4,J433479-00466-04168,J433479,,INVICTA MENS PRO DIVER QUARTZ DIAMOND ACCENTED BEZEL BRACELET WATCH SILVERTONE MENS,1,$166.25,$498.75,,,,,,1172,,2,,7.25,,,X,
,Watches,Invicta,Watches4,J431083-09540-01593,J431083,,TTV INVICTA WOMENS ANGEL ROYALE DIAMOND ACCENTED BRACELET WATCH W/TRAVEL CASE ROSETONE WOMENS,1,$61.23,$122.46,,,,,,1173,,2,,7,,,X,
,Watches,Invicta,Watches4,J173364-00003-00241,J173364,,SIG WTCH INVICTA SIGNATURE OCEAN GHOST III AUTOMATIC STAINLESS STEEL BRACELET BLACK SIZE: GENTS,1,$132.75,$132.75,,,,,,1174,,2,,6.75,,,X,
,Watches,Invicta,Watches4,J431183-00003-04168,J431183,,INVICTA RESERVE MENS JASON TAYLOR EXCURSION SWISS QUARTZ CHRONO LMT ED WATCH BLACK MENS,1,$645.00,1290,,,,,,1175,,2,chrono doesnt reset to zero,8.75,,,X,
,Watches,Invicta,Watches4,J442963-27884-04168,J442963,,TTV INVICTA RESERVE MENS VENOM SWISS QUARTZ CHRONO PU STRAP WATCH W/8DC GOLDTONE / GUNMETAL MENS,1,$400.00,$400.00,,,,,,1176,,2,,,,,X,
,Watches,Invicta,Watches4,J428493-09540-04168,J428493,,INVICTA MENS PRO DIVER AUTOMATIC BRACELET WATCH ROSETONE MENS,1,$99.86,$99.86,,,,,,1177,,2,scuffs and scratches on case and band. ,6.75,,,X,
,Watches,Invicta,Watches4,J429557-00307-07260,J429557,,TTV INVICTA RESERVE PRO DIVER CHRONO NEON APATITE BEZEL LTD ED WATCH W/ 8DC TWO-TONE 47MM,1,$379.00,1137,,,,,,1178,,2,scuffs on case and band,8,,,X,
,Watches,Invicta,Watches4,J425613-08260-04168,J425613,,TTV INVICTA RESERVE MENS ARSENAL VALJOUX 7750 STAINLESS STEEL BRACELET WATCH ROSETONE / BLACK MENS,1,$599.00,1198,,,,,,1179,,2,chrono doesnt tic,7,,,X,
,Watches,Invicta,Watches4,J417943-00465-04168,J417943,,INVICTA MENS PRO DIVER OCEAN GHOST CARBON FIBER DIAL BRACELET WATCH W/ 8DC GOLDTONE SIZE: MENS,1,$162.00,$162.00,,,,,,1180,,2,,7.25,,,X,
,Watches,Misc Brand,Watches4,J436647-00307-01593,J436647,,CONSTANTIN WEISZ WOMENS AUTOMATIC MOP DIAL MULTI-FUNCTION BRACELET WATCH TWO-TONE WOMENS,1,$99.27,$99.27,,,,,,1181,,2,,6.25,,,X,
,Watches,Invicta,Watches4,J426523-00023-04168,J426523,,INVICTA MENS GRAND DIVER AUTOMATIC STAINLESS STEEL BRACELET WATCH PURPLE MENS,1,$177.25,$354.50,,,,,,1182,,2,,7,,,X,
,Watches,Invicta,Watches4,J404294-00466-00348,J404294,,INVICTA MENS SEA HUNTER SWISS CHRONOGRAPH RETROGRADE DAY STAINLESS STRAP WATCH SILVERTONE MID,1,$199.83,$199.83,,,,,,1183,,2,bezel marker missing,,,,X,
,Watches,Invicta,Watches4,J429557-00307-08100,J429557,,TTV INVICTA RESERVE PRO DIVER CHRONO NEON APATITE BEZEL LTD ED WATCH W/ 8DC TWO-TONE 40MM,1,$379.00,$379.00,,,,,,1184,,2,,6,,,X,
,Watches,Invicta,Watches4,J436543-00004-01593,J436543,,"INVICTA WOMENS ""CERAMICS"" QUARTZ MOVEMENT CERAMIC BRACELET WATCH WHITE WOMENS",1,$62.29,$186.87,,,,,,1185,no band 1,link broken,,,,,X,
,Watches,Invicta,Watches4,J437112-00466-04168,J437112,,INVICTA RESERVE MENS BOLT ZEUS SWISS QUARTZ CHRONO PU STRAP WATCH SILVERTONE MENS,1,$359.32,$359.32,,,,,,1186,,2,subdials dont reset to zero subdial second doesnt tic,,,,X,
,Watches,Invicta,Watches4,J431643-00465-04168,J431643,,INVICTA MENS PRO DIVER CLASSIC QUARTZ BRACELET WATCH W/3DC GOLDTONE MENS,1,$49.68,$149.04,,,,,,1187,,2,,7,,,X,
,Watches,Invicta,Watches4,J91530-00003-00000,J91530,,STSTL WTCH INVICTA PRO DIVER AUTOMATIC STAINLESS STEEL BRACELET WATCH BLACK NO SIZE,1,$133.00,$399.00,,,,,,1188,no other 1,cracked crystal,,7,,,X,
,Watches,Invicta,Watches4,J414431-00466-04168,J414431,,INVICTA RESERVE SUBAQUA NOMA II METEORITE SWISS AUTO CHRONO VALJOUX BRACELET SILVERTONE SIZE: MENS,1,2160,2160,,,,,,1189,,2,,7.75,,,X,
,Watches,Invicta,Watches4,J403385-00005-04168,J403385,,INVICTA MENS RESERVE GRAND DIVER LUME QUARTZ CHRONOGRAPH STAINLESS BRACELET WATCH RED SIZE: MENS,1,$199.74,$199.74,,,,,,1190,,2,,7.75,,,X,
,Watches,Invicta,Watches4,J431075-00466-01593,J431075,,INVICTA WOMENS ANGEL QUARTZ 7PC INTERCHANGEABLE STRAP WATCH SILVERTONE WOMENS,1,$48.67,$97.34,,,,,,1191,,2,only four bands,,,,X,
,Watches,Invicta,Watches4,J428494-00007-01593,J428494,,INVICTA WOMENS PRO DIVER QUARTZ DATE CRYSTAL ACCENTED NUMERAL STAINLESS BRACELE BROWN WOMENS,1,$84.50,$84.50,,,,,,1192,,2,scuffs on case and band,6.25,,,X,
,Watches,Android,Watches4,J440091-00006-04168,J440091,,ANDROID MENS PARMA QUARTZ CHRONOGRAPH STAINLESS STEEL BRACELET WATCH BLUE MENS,1,$250.00,$250.00,,,,,,1193,,2,,7,,,X,
,Watches,Invicta,Watches4,J431030-00005-04168,J431030,,INVICTA MENS CORDUBA QUARTZ GMT PU STRAP WATCH RED MENS,1,$312.00,$312.00,,,,,,1194,no other 1,chipped crystal,chips in crystal,,,,X,
,Watches,Invicta,Watches4,J427827-32121-04168,J427827,,INVICTA MENS GRAND DIVER AUTOMATIC STAINLESS STEEL BRACELET WATCH BLACK/BLACK MENS,1,$191.00,$382.00,,,,,,1195,,2,,8.5,,,X,
,Watches,Invicta,Watches4,J431549-10901-04168,J431549,,TTV INVICTA RESERVE MENS VENOM CHRONO HIGH POLISH BRACELET 2-PC INTERCH SET SILVERTONE / BROWN MENS,1,$365.97,$365.97,,,,,,1196,,2,,8.5,,,X,
,Watches,Invicta,Watches4,J408076-08260-04168,J408076,,INVICTA MENS SEA SPIDER QUARTZ POLYURETHANE BRACELET WATCH ROSETONE / BLACK SIZE: MENS,1,$151.00,$151.00,,,,,,1197,,2,,7,,,X,
,Watches,Invicta,Watches4,J441786-11681-04168,J441786,,INVICTA RESERVE MENS SA NOMA I SWISS AUTO ETA 7750 MOP DIAL BCLT WATCH W 1DC BLACK MOP MENS,1,1050,1050,,,,,,1198,,2,chip in crystal,7.5,,,X,
,Watches,Invicta,Watches4,J435753-00465-01593,J435753,,INVICTA WOMENS SPECIALTY MOON PHASE QUARTZ STAINLESS BRACELET WATCH GOLDTONE WOMENS,1,$172.75,$172.75,,,,,,1199,,2,,6.25,,,X,
,Watches,Invicta,Watches4,J433995-00003-04168,J433995,,INVICTA MENS PRO DIVER QUARTZ CHRONO CARBON FIBER DIAL BRACELET WATCH W/DC BLACK MENS,1,$119.75,$119.75,,,,,,1200,,2,chronograph does not reset to zero,8.25,,,X,
,Watches,Invicta,Watches4,J407568-09540-04168,J407568,,INVICTA MENS SUBAQUA NOM III SWISS CHRONOGRAPH POLYURETHANE STRAP WATCH W/DC ROSETONE SIZE: MENS,1,$376.00,$376.00,,,,,,1201,no band 1,band is broken,band is broken,,,,X,
,Watches,Invicta,Watches4,J417943-00152-04168,J417943,,INVICTA MENS PRO DIVER OCEAN GHOST CARBON FIBER DIAL BRACELET WATCH W/ 8DC GUNMETAL SIZE: MENS,1,$162.00,$162.00,,,,,,1202,movement 1,stem and crown,stem and crown,8.75,,,X,
,Watches,Invicta,Watches4,J428903-11923-04168,J428903,,YEL-INVICTA RESERVE MENS ARSENAL SWISS QUARTZ CHRONO STAINLESS BRACELET WATCH WHITE MOP MENS,1,$491.00,$982.00,,,,,,1203,,2,,7,,,X,
,Watches,Invicta,Watches4,J429932-00088-04168,J429932,,INVICTA MENS LUPAH DIVER QUARTZ CHRONO BRACELET WATCH ORANGE MENS,1,$281.00,$281.00,,,,,,1204,,2,,7.5,,,X,
,Watches,Invicta,Watches4,J428608-09540-01593,J428608,,INVICTA WOMENS CLASSIQUE QUARTZ MULTIFUNCTION BRACELET WATCH ROSETONE WOMENS,1,$133.00,$133.00,,,,,,1205,,2,scratches and scuffs on case and band,7.75,,,X,
,Watches,Invicta,Watches4,J429923-00007-04168,J429923,,INVICTA RESERVE MENS VENOM DIGITAL BRACELET WATCH W/ EXTRA PU & TOOL BROWN MENS,1,$314.14,$942.42,,,,,,1206,,2,new battery,8.75,,,X,
,Watches,Invicta,Watches4,J431083-00465-01593,J431083,,TTV INVICTA WOMENS ANGEL ROYALE DIAMOND ACCENTED BRACELET WATCH W/TRAVEL CASE GOLDTONE WOMENS,1,$61.23,$428.61,,,,,,1207,,2,,7,,,X,
,Watches,Invicta,Watches4,J428027-00465-01593,J428027,,INVICTA WOMENS CLASSIQUE QUARTZ MOVEMENT MOP DIAL CERAMIC BRACELET WATCH GOLDTONE WOMENS,1,$126.50,$126.50,,,,,,1208,no band 1,band is broken,,,,,X,
,Watches,Invicta,Watches4,J434089-00005-04168,J434089,,INVICTA MENS SEA SPIDER ALPHA QUARTZ DAY & DATE POLYURETHANE STRAP WATCH RED MENS,1,$95.53,$95.53,,,,,,1209,,2,,6.25,,,X,
,Watches,Invicta,Watches4,J176115-00004-00074,J176115,,STSTL WTCH INVICTA WOMENS MINI PRO DIVER QUARTZ 18K GOLD IP BRACELET WHITE SIZE: LADIES,1,$82.50,$165.00,,,,,,1210,,,,,,,X,
,Watches,Invicta,Watches4,J434822-09540-01593,J434822,,TTV INVICTA WOMENS ANGEL BLUSH MORGANITE MOSAIC MOP DIAL BRACELET WATCH ROSETONE WOMENS,1,$199.77,$799.08,,,,,,1211,,2,,7,,,X,
,Watches,Invicta,Watches4,J426897-00004-04168,J426897,,INVICTA RESERVE MENS JT VENOM SWISS CHRONO LMT ED TITANIUM CASE STRAP WATCH W/DC WHITE MENS,1,$645.00,1290,,,,,,1212,no movement,stem is broken,,,,,X,
,Watches,Invicta,Watches4,J436083-09540-04168,J436083,,INVICTA MENS SPECIALTY QUARTZ CHRONO STAINLESS BRACELET WATCH W/ 3DC ROSETONE MENS,1,$86.27,$86.27,,,,,,1213,,2,,6.75,,,X,
,Watches,Invicta,Watches4,J431027-00009-04168,J431027,,INVICTA MENS GRAND DIVER AUTOMATIC LUME STAINLESS BRACELET WATCH GREEN MENS,1,$177.25,$177.25,,,,,,1214,,2,crown doesnt screw down,9,,,X,
,Watches,Invicta,Watches4,J423174-00104-07260,J423174,,TTV INVICTA 47MM OR 38MM GRAND DIVER AUTOMATIC BRACELET WATCH W/8DC SAND 47MM,1,$202.50,$202.50,,,,,,1215,,2,,6,,,X,
,Watches,Invicta,Watches4,J435803-09540-04168,J435803,,INVICTA MENS PRO DIVER SCUBA II QUARTZ CHRONO STAINLESS BRACELET WATCH ROSETONE MENS,1,$168.50,$168.50,,,,,,1216,,2,chipped crystal scuffs on bezel,8,,,X,
,Watches,Invicta,Watches4,J407765-00003-04168,J407765,,INVICTA MENS GRAND DIVER AUTOMATIC STAINLESS BRACELET WATCH W/ 3 SLOT DC BLACK SIZE: MENS,1,$203.25,$609.75,,,,,,1217,no other 1 ,cracked crystal,,8,,,X,
,Watches,Invicta,Watches4,J434822-09540-01593,J434822,,TTV INVICTA WOMENS ANGEL BLUSH MORGANITE MOSAIC MOP DIAL BRACELET WATCH ROSETONE WOMENS,1,$199.77,$799.08,,,,,,1218,,2,,7.5,,,X,
,Watches,Invicta,Watches4,J429282-20940-01593,J429282,,TTV INVICTA LADY LUPAH EXOTIC SEMI-PRECIOUS GEMSTONE LTD ED BRACELET WATCH MANDARIN GARNET WOMENS,1,$173.61,$173.61,,,,,,1219,,2,,8.5,,,X,
,Watches,Invicta,Watches4,J418847-00003-04168,J418847,,INVICTA MENS CORDUBA QUARTZ DAY/DATE STAINLESS/CARBONFIBER BRACELET WATCH BLACK SIZE: MENS,1,$175.18,$175.18,,,,,,1220,band 1,band missing pin,Missing lug pin. ,,,,X,
